x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.280086,0.372989,0.327216,0.339925,0.349408,0.272414,0.327166,0.218972,0.285308,0.210365,0.341195,0.208657,0.345863,0.146993,0.352848,0.165158,0.350116,0.200206,0.313871,0.197602,0.316407,0.123495,0.325061,0.14458,0.323137,0.183999,0.28598,0.19841,0.285177,0.126095,0.297548,0.138617,0.297595,0.176673,0.256876,0.210405,0.258325,0.152962,0.27231,0.152246,0.278886,0.17748,E
0.493208,0.643687,0.660603,0.581614,0.751668,0.442049,0.660533,0.31863,0.509801,0.315555,0.724986,0.273805,0.728933,0.114175,0.713076,0.155471,0.702228,0.246706,0.619334,0.252533,0.618468,0.093812,0.60538,0.173613,0.602511,0.266606,0.521039,0.258933,0.512244,0.107072,0.516242,0.203655,0.524729,0.299354,0.422484,0.294546,0.420707,0.170209,0.441398,0.228076,0.457964,0.306667,E
0.439005,0.764806,0.511063,0.724985,0.559914,0.627253,0.531436,0.544944,0.470407,0.494104,0.54021,0.431575,0.554568,0.30847,0.548276,0.388277,0.539511,0.480054,0.47786,0.4096,0.482083,0.242142,0.48544,0.326669,0.490749,0.419062,0.421824,0.418661,0.410929,0.257782,0.425522,0.32482,0.434272,0.415175,0.366934,0.452951,0.357473,0.336241,0.3769,0.349362,0.391701,0.401323,E
0.245023,0.656161,0.416713,0.578461,0.512496,0.465698,0.426125,0.353609,0.270291,0.351157,0.469785,0.258062,0.464991,0.107081,0.446942,0.191687,0.463023,0.273786,0.361292,0.235172,0.364895,0.078895,0.3451,0.187997,0.348912,0.272696,0.26254,0.241931,0.257278,0.092411,0.259238,0.199865,0.269347,0.288857,0.162096,0.277769,0.157611,0.14432,0.182191,0.208199,0.201884,0.284953,E
0.550469,0.834095,0.677444,0.778972,0.745179,0.63776,0.65606,0.539681,0.516018,0.571001,0.716338,0.498034,0.729838,0.346897,0.742536,0.405566,0.73773,0.489929,0.633025,0.484482,0.639925,0.316383,0.663393,0.392546,0.658467,0.477174,0.553407,0.491116,0.556431,0.32974,0.58628,0.407984,0.586232,0.492859,0.472502,0.517708,0.480001,0.385713,0.518131,0.432062,0.52865,0.505695,E
0.534333,0.831224,0.615647,0.777964,0.658288,0.692616,0.606409,0.619738,0.533901,0.601134,0.673571,0.610036,0.68478,0.519685,0.677208,0.539684,0.668027,0.585562,0.609977,0.594056,0.624042,0.49273,0.622777,0.521297,0.616494,0.571676,0.549251,0.597635,0.556308,0.497994,0.565503,0.531909,0.567001,0.580649,0.489353,0.61739,0.499895,0.544464,0.51472,0.573961,0.521695,0.619346,E
0.628505,0.903885,0.750029,0.816555,0.80348,0.677486,0.69072,0.593382,0.552954,0.613936,0.746215,0.525421,0.745137,0.391803,0.7343,0.486026,0.734252,0.576192,0.648472,0.52634,0.648394,0.366959,0.657249,0.468723,0.665264,0.555243,0.563765,0.553896,0.552008,0.394925,0.584091,0.501484,0.602051,0.586075,0.486698,0.610251,0.490665,0.504164,0.53593,0.579541,0.561894,0.654467,E
0.36687,1.026434,0.499506,0.995226,0.594589,0.892174,0.511815,0.819685,0.382642,0.834852,0.538226,0.673036,0.548188,0.532664,0.559405,0.62909,0.5577,0.715181,0.435572,0.661486,0.44176,0.511263,0.464463,0.643271,0.467125,0.731862,0.344391,0.678885,0.337782,0.526165,0.373839,0.662073,0.381392,0.755675,0.250636,0.724357,0.252338,0.618989,0.291971,0.708504,0.307033,0.786422,E
0.841467,0.966722,0.924171,0.922614,0.965659,0.843813,0.923975,0.784265,0.850906,0.786023,0.941767,0.763326,0.935383,0.686532,0.948279,0.710607,0.952109,0.752631,0.885957,0.761101,0.874275,0.674942,0.898115,0.713896,0.900877,0.767516,0.833833,0.772756,0.823428,0.690853,0.852371,0.730824,0.85848,0.781976,0.782404,0.794674,0.782127,0.726369,0.805761,0.751752,0.814627,0.792429,E
0.676663,0.618381,0.803556,0.552136,0.864959,0.440886,0.819985,0.3287,0.743163,0.284154,0.846565,0.360361,0.855406,0.260447,0.850127,0.251407,0.841782,0.262748,0.772396,0.352202,0.780509,0.251438,0.780095,0.220044,0.769857,0.211739,0.704824,0.363281,0.713603,0.267588,0.7195,0.234425,0.712308,0.221626,0.636808,0.387049,0.651498,0.308625,0.65738,0.281788,0.656195,0.267768,E
0.447412,0.874067,0.587371,0.785473,0.643884,0.616382,0.487132,0.519239,0.31883,0.553422,0.570963,0.40927,0.560111,0.24541,0.562988,0.368006,0.574314,0.472447,0.453835,0.410127,0.446202,0.207159,0.471628,0.344268,0.48301,0.447892,0.349785,0.447093,0.320738,0.247797,0.367509,0.386379,0.393377,0.48203,0.253987,0.522399,0.239348,0.380195,0.302442,0.473995,0.339254,0.561259,E
0.53894,0.674731,0.638354,0.628244,0.700759,0.528472,0.667279,0.446575,0.576868,0.443992,0.655536,0.399536,0.653329,0.29418,0.661028,0.311178,0.654653,0.366512,0.591703,0.386612,0.576462,0.264971,0.594096,0.283124,0.592921,0.343231,0.53252,0.398305,0.515108,0.287774,0.538261,0.303079,0.542672,0.363412,0.4724,0.428021,0.458115,0.338328,0.481691,0.338871,0.497235,0.379614,E
0.420967,0.598912,0.507816,0.536025,0.548396,0.446869,0.485324,0.373826,0.406453,0.360006,0.520871,0.371887,0.525503,0.285708,0.52309,0.345463,0.520549,0.39785,0.458,0.36786,0.457192,0.272163,0.467706,0.338623,0.46931,0.389325,0.402032,0.378354,0.399667,0.279627,0.419103,0.343352,0.424227,0.393439,0.348081,0.40071,0.355695,0.333786,0.378859,0.373606,0.388411,0.413564,E
0.561323,0.559785,0.670325,0.511606,0.744984,0.457439,0.718387,0.394287,0.64746,0.37843,0.69325,0.322539,0.698343,0.228817,0.695902,0.273009,0.689156,0.333852,0.623417,0.306877,0.62859,0.206783,0.627676,0.27532,0.620114,0.342381,0.561371,0.307737,0.560411,0.209284,0.565625,0.274344,0.563097,0.337439,0.497062,0.323928,0.494921,0.243421,0.508664,0.283275,0.517677,0.331966,E
0.197208,0.677111,0.378677,0.587211,0.472158,0.468641,0.401435,0.353858,0.247431,0.349548,0.393714,0.29383,0.376576,0.134022,0.372107,0.210728,0.373392,0.299355,0.293655,0.284102,0.279532,0.116581,0.286942,0.207333,0.284883,0.296382,0.206961,0.3017,0.18654,0.136622,0.209112,0.224189,0.217154,0.316333,0.120629,0.339447,0.106709,0.203319,0.140146,0.25331,0.16112,0.326989,E
0.524715,0.777558,0.678462,0.729081,0.761081,0.625883,0.689921,0.528195,0.567515,0.507835,0.718973,0.475679,0.728829,0.354851,0.729157,0.408505,0.715021,0.490184,0.62498,0.461079,0.638729,0.310567,0.649858,0.385305,0.634864,0.475443,0.537656,0.469404,0.540844,0.331385,0.56043,0.421154,0.559162,0.50611,0.448608,0.494325,0.455074,0.39801,0.478464,0.457744,0.487109,0.522438,E
0.559204,0.541305,0.685962,0.493692,0.773014,0.400345,0.708599,0.302221,0.590127,0.292972,0.739951,0.244427,0.748494,0.112539,0.717308,0.180789,0.716116,0.251477,0.648422,0.227574,0.652717,0.102623,0.636878,0.194804,0.643754,0.264461,0.571599,0.231881,0.570831,0.110929,0.576339,0.206832,0.591147,0.280756,0.499825,0.255668,0.499215,0.160092,0.517721,0.221768,0.533547,0.285547,E
0.567165,0.669344,0.67183,0.624906,0.74349,0.576648,0.733123,0.509747,0.681541,0.480071,0.691294,0.437806,0.697143,0.336831,0.697695,0.372785,0.693561,0.431901,0.625177,0.423832,0.634069,0.315264,0.6332,0.371485,0.629525,0.434671,0.566974,0.424094,0.569238,0.317234,0.569312,0.373521,0.567827,0.436366,0.504407,0.439467,0.49653,0.35667,0.50712,0.38996,0.518983,0.439058,E
0.585622,0.558131,0.719381,0.514965,0.807188,0.434682,0.750068,0.339556,0.64182,0.312663,0.772638,0.2785,0.784886,0.149523,0.758206,0.219436,0.753784,0.291297,0.684556,0.261313,0.690246,0.135651,0.670186,0.235498,0.677064,0.301855,0.609888,0.261048,0.611928,0.1412,0.608445,0.242738,0.621149,0.311217,0.539334,0.277923,0.537329,0.182699,0.548806,0.247668,0.562705,0.304717,E
0.820652,0.888178,0.891889,0.829714,0.92153,0.753916,0.872169,0.698387,0.80676,0.692139,0.903591,0.69193,0.903772,0.611517,0.903537,0.646944,0.90102,0.698488,0.849581,0.689618,0.84649,0.598658,0.855097,0.644274,0.85763,0.694833,0.802513,0.700003,0.794635,0.60998,0.810868,0.658059,0.817044,0.707731,0.757667,0.723262,0.757562,0.659436,0.777393,0.689735,0.788573,0.730713,E
0.55645,0.365528,0.648502,0.33964,0.709738,0.284702,0.69738,0.226874,0.642232,0.211658,0.673249,0.211088,0.684901,0.141515,0.688085,0.150868,0.684469,0.180086,0.620863,0.193872,0.631987,0.11474,0.63627,0.133897,0.63033,0.171482,0.5738,0.193499,0.580894,0.116142,0.588218,0.13711,0.589039,0.174171,0.525551,0.207142,0.527712,0.149823,0.538882,0.148692,0.548686,0.162571,E
0.717631,0.782515,0.799114,0.742953,0.844416,0.673123,0.809133,0.606721,0.753479,0.584393,0.828631,0.606291,0.830995,0.525994,0.830275,0.533569,0.82681,0.567249,0.773535,0.593455,0.776347,0.512383,0.776277,0.537017,0.77436,0.577496,0.723186,0.597314,0.723463,0.515705,0.727384,0.54531,0.728855,0.586435,0.671039,0.613857,0.670182,0.547197,0.679049,0.565669,0.68642,0.599691,E
0.642674,0.791497,0.725799,0.722987,0.755936,0.604518,0.670108,0.517415,0.581662,0.50822,0.752663,0.520502,0.748248,0.39999,0.722794,0.459573,0.723004,0.525557,0.677244,0.516798,0.674217,0.385986,0.660067,0.457351,0.670282,0.516983,0.610795,0.532056,0.595773,0.404943,0.601539,0.474874,0.620099,0.532411,0.549588,0.567605,0.540931,0.474144,0.559043,0.524212,0.578862,0.580111,E
0.557261,0.631011,0.648775,0.578308,0.706703,0.49434,0.645342,0.420275,0.561567,0.400678,0.682547,0.381587,0.685418,0.283614,0.672742,0.330265,0.666223,0.395628,0.610679,0.369414,0.61856,0.257621,0.607931,0.319738,0.603286,0.388331,0.546388,0.377043,0.547488,0.266153,0.54904,0.326235,0.550183,0.391563,0.481178,0.402111,0.470558,0.307712,0.488922,0.335475,0.502625,0.38702,E
0.522913,0.879447,0.663849,0.833074,0.755151,0.677711,0.651541,0.557389,0.486535,0.577521,0.717656,0.502268,0.755458,0.348271,0.765748,0.420287,0.75196,0.51491,0.61759,0.480937,0.652117,0.299253,0.677044,0.390574,0.665354,0.485537,0.524541,0.488144,0.547426,0.305695,0.578823,0.40437,0.57216,0.499344,0.428928,0.520935,0.457741,0.375397,0.503056,0.435984,0.50834,0.520348,E
0.444452,0.53117,0.542155,0.468878,0.598543,0.386998,0.549407,0.315061,0.481743,0.286132,0.583241,0.263742,0.591827,0.173262,0.577001,0.225718,0.566492,0.29301,0.508752,0.249141,0.521053,0.138384,0.503389,0.209681,0.4958,0.277106,0.438616,0.253516,0.441558,0.152181,0.437591,0.211073,0.433027,0.27636,0.366102,0.279488,0.360401,0.195072,0.370295,0.224655,0.379254,0.272483,E
0.447369,0.549352,0.525015,0.501699,0.563197,0.420772,0.537108,0.340094,0.501048,0.299546,0.563492,0.374918,0.56485,0.292804,0.54826,0.316205,0.537577,0.353661,0.507093,0.365847,0.493454,0.293718,0.481592,0.334972,0.477386,0.377521,0.457845,0.370804,0.451468,0.297103,0.447149,0.325132,0.445246,0.354501,0.409267,0.387391,0.400855,0.329692,0.401557,0.322142,0.406428,0.319261,E
0.276904,0.623291,0.508897,0.684623,0.695739,0.634977,0.803138,0.487505,0.733243,0.367055,0.718224,0.395392,0.850669,0.265638,0.876383,0.276604,0.834604,0.337371,0.637733,0.300934,0.755819,0.140104,0.7292,0.228099,0.67217,0.327228,0.533216,0.237908,0.644234,0.074759,0.626161,0.183656,0.566463,0.30073,0.398414,0.215327,0.495972,0.082261,0.500711,0.15862,0.464986,0.257164,E
0.445567,0.537303,0.529743,0.483735,0.588651,0.418013,0.55201,0.354137,0.484569,0.340436,0.54853,0.316306,0.553455,0.230897,0.557108,0.260788,0.557317,0.305762,0.487592,0.304185,0.497256,0.206124,0.499483,0.258582,0.494346,0.311817,0.432877,0.307215,0.43554,0.2069,0.445159,0.257584,0.444144,0.309646,0.37589,0.324735,0.376278,0.242073,0.393773,0.268902,0.401406,0.308444,E
0.427991,0.875022,0.541188,0.818654,0.60146,0.698755,0.522897,0.623435,0.3923,0.644245,0.5576,0.572023,0.559747,0.441188,0.585274,0.50026,0.588085,0.577754,0.483071,0.563559,0.482319,0.416856,0.518517,0.482384,0.517995,0.558991,0.413429,0.573479,0.412341,0.428045,0.452118,0.492497,0.456775,0.565589,0.342585,0.6015,0.360268,0.500792,0.403424,0.54416,0.413893,0.606518,E
0.28164,0.48503,0.392304,0.428805,0.454363,0.358109,0.412724,0.287467,0.315734,0.288075,0.398035,0.226689,0.3974,0.135668,0.405283,0.180043,0.409107,0.234059,0.335573,0.219152,0.335183,0.119609,0.346332,0.179476,0.34673,0.238793,0.275692,0.22768,0.265788,0.125037,0.284474,0.178537,0.28942,0.237965,0.208006,0.248136,0.198375,0.16105,0.224013,0.188258,0.237886,0.234433,E
0.838419,0.957978,0.917942,0.915997,0.960654,0.837078,0.928931,0.781486,0.862884,0.781374,0.930075,0.75732,0.920735,0.687955,0.937331,0.705016,0.945824,0.745027,0.87873,0.755042,0.865432,0.671997,0.891315,0.699082,0.895719,0.749509,0.830099,0.767578,0.821837,0.687433,0.850957,0.719241,0.857737,0.767451,0.78154,0.791183,0.785576,0.733211,0.810037,0.756447,0.81945,0.794876,E
0.704837,0.566771,0.841587,0.525923,0.913118,0.421687,0.85841,0.323218,0.752919,0.30043,0.890552,0.281411,0.886508,0.160398,0.882956,0.224309,0.88831,0.293157,0.810018,0.269527,0.802179,0.143773,0.810587,0.228269,0.813857,0.295257,0.733411,0.279719,0.721941,0.161996,0.74373,0.251334,0.756255,0.321068,0.65787,0.310138,0.657746,0.217534,0.681099,0.276315,0.696133,0.334518,E
0.221744,0.786889,0.360909,0.696583,0.425563,0.545474,0.319506,0.429961,0.175658,0.43114,0.377942,0.393294,0.382096,0.239546,0.373586,0.323864,0.371188,0.416125,0.28179,0.386337,0.290438,0.216741,0.296305,0.310865,0.297572,0.398256,0.1948,0.400624,0.19389,0.224631,0.218379,0.323229,0.224154,0.413469,0.109398,0.442208,0.128924,0.313984,0.165216,0.383916,0.176462,0.463814,E
0.635296,0.538452,0.76998,0.483984,0.842798,0.384434,0.771178,0.273018,0.65589,0.262086,0.829815,0.230555,0.840575,0.083303,0.817865,0.150097,0.818215,0.221746,0.744947,0.212526,0.755043,0.054418,0.739434,0.136622,0.735479,0.211214,0.671174,0.216396,0.674542,0.068084,0.679,0.152899,0.681557,0.232233,0.600504,0.241225,0.60535,0.130412,0.624418,0.182785,0.633369,0.244934,E
0.167787,0.310798,0.212695,0.296149,0.250463,0.254047,0.25946,0.201509,0.251752,0.161135,0.267031,0.199711,0.289426,0.144721,0.291299,0.149513,0.27999,0.174822,0.242914,0.175391,0.261425,0.111376,0.261005,0.129376,0.250908,0.161676,0.216467,0.164136,0.229768,0.104479,0.232454,0.123669,0.226226,0.155084,0.186482,0.161892,0.196407,0.110472,0.200958,0.122578,0.19869,0.149568,E
0.593822,0.57522,0.681021,0.504721,0.731324,0.425908,0.674527,0.362604,0.601151,0.345659,0.698265,0.323049,0.704343,0.227918,0.69858,0.270903,0.691424,0.330483,0.628579,0.316118,0.64002,0.211982,0.634772,0.284645,0.628371,0.348932,0.567892,0.324114,0.57108,0.223312,0.576808,0.290311,0.575625,0.348698,0.505746,0.346435,0.498225,0.263459,0.517861,0.301137,0.531891,0.345846,E
0.413053,0.557171,0.487066,0.514128,0.526117,0.431436,0.494188,0.353664,0.435374,0.327279,0.539507,0.350226,0.531611,0.265914,0.51933,0.286825,0.520204,0.31933,0.482565,0.342951,0.469455,0.254011,0.463906,0.281131,0.470442,0.312483,0.431182,0.350771,0.41324,0.265946,0.412349,0.308713,0.421733,0.353021,0.382856,0.369642,0.368214,0.303239,0.372076,0.328068,0.382136,0.36127,E
0.762762,0.482785,0.845256,0.437414,0.9043,0.383034,0.870767,0.319291,0.801985,0.311954,0.85337,0.282046,0.864292,0.224169,0.876149,0.263786,0.876252,0.305683,0.807518,0.269901,0.818709,0.198568,0.834068,0.242859,0.83037,0.288761,0.763186,0.266422,0.771406,0.19112,0.790558,0.228391,0.791105,0.272593,0.713839,0.272772,0.718101,0.202615,0.742719,0.217388,0.753689,0.249796,E
0.103013,0.768034,0.169201,0.746573,0.21469,0.692776,0.216982,0.62971,0.172067,0.607633,0.204761,0.582039,0.224123,0.49607,0.228226,0.539166,0.218951,0.578725,0.176497,0.566391,0.195157,0.474292,0.194839,0.536799,0.183879,0.573079,0.144318,0.562254,0.159064,0.479098,0.164343,0.532673,0.157012,0.569207,0.107214,0.576506,0.12493,0.506651,0.135693,0.536714,0.129274,0.565791,E
0.356584,0.504074,0.310122,0.460144,0.27542,0.398526,0.28041,0.346293,0.306922,0.325384,0.272477,0.280223,0.256416,0.217649,0.270496,0.259667,0.283229,0.295393,0.327994,0.275,0.318864,0.209439,0.325168,0.258565,0.327604,0.296142,0.378862,0.283167,0.375316,0.216506,0.372613,0.257273,0.368376,0.290956,0.423563,0.303588,0.419856,0.255835,0.412301,0.279332,0.407403,0.304752,E
0.591753,0.680591,0.691396,0.644615,0.775854,0.600948,0.768536,0.527155,0.707995,0.496318,0.732647,0.46839,0.74835,0.382749,0.745261,0.423301,0.738508,0.476255,0.674085,0.453609,0.692667,0.360739,0.684474,0.426646,0.676003,0.487178,0.619659,0.453008,0.632277,0.357202,0.629655,0.421344,0.624052,0.482769,0.559258,0.465579,0.569108,0.396399,0.578871,0.438192,0.581459,0.486774,E
0.462967,0.731289,0.568928,0.68653,0.630483,0.58587,0.595126,0.496651,0.542131,0.462436,0.616229,0.470466,0.597908,0.364193,0.567688,0.433477,0.572515,0.499159,0.535692,0.460208,0.529177,0.3452,0.50482,0.423258,0.514654,0.484365,0.467096,0.470799,0.455741,0.358549,0.446606,0.438335,0.46658,0.496591,0.404968,0.500057,0.388808,0.418575,0.394014,0.469729,0.416397,0.51658,E
0.548195,0.593951,0.644826,0.556899,0.722328,0.518043,0.735816,0.467212,0.698605,0.435228,0.683267,0.363325,0.686566,0.271995,0.684044,0.312854,0.67686,0.370027,0.615983,0.347912,0.622221,0.250792,0.617694,0.319813,0.611046,0.382697,0.556114,0.347187,0.554604,0.254665,0.556232,0.318399,0.55357,0.3767,0.494315,0.358623,0.487772,0.286577,0.497779,0.326642,0.508254,0.371577,E
0.45539,0.828091,0.602478,0.752643,0.668679,0.592492,0.506431,0.494815,0.334132,0.523793,0.599805,0.372123,0.580369,0.215888,0.576764,0.317737,0.591328,0.424855,0.475461,0.363511,0.459822,0.182947,0.467508,0.305141,0.480905,0.414671,0.367496,0.391695,0.339163,0.211519,0.363489,0.348462,0.384943,0.455585,0.266694,0.458402,0.254792,0.319484,0.293052,0.412686,0.315573,0.507423,E
0.563541,0.75397,0.653031,0.717849,0.724823,0.654963,0.689917,0.594651,0.622048,0.57926,0.675514,0.515442,0.673372,0.416153,0.668121,0.454015,0.666931,0.51526,0.605621,0.502189,0.613457,0.392612,0.605926,0.442191,0.603277,0.50676,0.543408,0.510287,0.541546,0.399535,0.541688,0.448753,0.544576,0.513868,0.48069,0.53731,0.461389,0.447968,0.476133,0.465107,0.493368,0.511096,E
0.615518,0.564429,0.698713,0.504625,0.750453,0.427764,0.697432,0.362164,0.629796,0.339633,0.720583,0.328718,0.720458,0.236417,0.710192,0.282899,0.70482,0.341452,0.651299,0.32118,0.660614,0.219262,0.652343,0.291908,0.648694,0.353519,0.5922,0.326303,0.595324,0.229624,0.597961,0.299384,0.598047,0.355995,0.533149,0.345179,0.529359,0.264008,0.546047,0.30496,0.557179,0.350519,E
0.138652,0.455111,0.25619,0.407437,0.325931,0.333937,0.271828,0.256065,0.170904,0.253475,0.274119,0.205123,0.277058,0.09933,0.266407,0.154364,0.268899,0.211392,0.202507,0.193299,0.208329,0.079123,0.20129,0.149592,0.199348,0.208382,0.137929,0.198211,0.137947,0.082202,0.139093,0.154296,0.139135,0.215554,0.070671,0.218748,0.068617,0.122445,0.081732,0.167138,0.088002,0.219421,E
0.355332,0.806578,0.455452,0.743251,0.510446,0.637942,0.441289,0.553485,0.356297,0.532022,0.470962,0.530652,0.472586,0.431304,0.464884,0.492293,0.462687,0.559471,0.390427,0.521054,0.393493,0.404534,0.390847,0.483624,0.388734,0.554383,0.318848,0.529512,0.31251,0.413338,0.32269,0.490373,0.327738,0.559573,0.248009,0.556621,0.239049,0.46918,0.259903,0.515136,0.274287,0.567891,E
0.558757,0.917777,0.643589,0.836563,0.67168,0.679888,0.589393,0.609579,0.484952,0.66867,0.601217,0.489386,0.605856,0.345565,0.648451,0.450258,0.656637,0.555494,0.528796,0.502361,0.497455,0.305206,0.563661,0.42315,0.584164,0.540036,0.464302,0.5449,0.419772,0.362154,0.49492,0.466279,0.525776,0.571425,0.403846,0.608918,0.383809,0.47636,0.44399,0.529713,0.477343,0.606854,E
0.412895,0.987245,0.560977,0.956967,0.670981,0.853676,0.585128,0.774189,0.443276,0.781698,0.570909,0.635156,0.575386,0.493389,0.574854,0.570331,0.577347,0.660889,0.456862,0.619985,0.469441,0.471587,0.475503,0.5784,0.479337,0.673623,0.356993,0.632241,0.355803,0.479164,0.377085,0.589569,0.391251,0.685164,0.262798,0.676673,0.274537,0.56901,0.310088,0.643463,0.328523,0.72604,E
0.781276,0.781393,0.849622,0.732963,0.893807,0.66354,0.842613,0.620291,0.771212,0.636074,0.822236,0.545757,0.826345,0.506237,0.849204,0.548076,0.852224,0.589822,0.770883,0.552631,0.770859,0.499365,0.802928,0.55257,0.806748,0.605095,0.72385,0.572063,0.717519,0.506196,0.754681,0.553544,0.764089,0.603525,0.675993,0.604855,0.671829,0.543985,0.708822,0.566422,0.728177,0.599903,E
0.349928,0.486879,0.460977,0.443346,0.528461,0.373153,0.490539,0.301126,0.396593,0.295361,0.485669,0.259942,0.487383,0.165831,0.496997,0.192304,0.496705,0.23986,0.423693,0.249071,0.426267,0.148425,0.440151,0.185779,0.438261,0.23864,0.36522,0.254998,0.364649,0.152458,0.384711,0.187015,0.388717,0.240608,0.30274,0.274332,0.302272,0.196399,0.326808,0.208136,0.340959,0.24149,E
0.567659,0.839458,0.691313,0.779443,0.757759,0.641399,0.659655,0.541128,0.52081,0.56071,0.727445,0.495448,0.739438,0.34304,0.753343,0.412591,0.747311,0.499343,0.643369,0.485865,0.650634,0.316502,0.678142,0.398278,0.671771,0.481921,0.563033,0.495955,0.563681,0.331433,0.597188,0.412703,0.594532,0.495943,0.480718,0.523935,0.486497,0.38741,0.525994,0.435702,0.533181,0.509569,E
0.494354,0.790733,0.667688,0.59359,0.663272,0.349891,0.53537,0.200367,0.383984,0.185223,0.539437,0.278655,0.412567,0.076745,0.383466,0.101564,0.415627,0.200764,0.412058,0.334984,0.241272,0.146321,0.241755,0.211287,0.305443,0.331912,0.316299,0.41845,0.144583,0.242836,0.167152,0.307378,0.247602,0.418218,0.243835,0.522909,0.109604,0.390675,0.120525,0.414414,0.188917,0.487337,E
0.449937,0.550716,0.551312,0.483981,0.617113,0.400722,0.563213,0.334389,0.476148,0.332932,0.586087,0.280907,0.603263,0.183979,0.604786,0.210669,0.595228,0.2697,0.511016,0.268203,0.526195,0.158982,0.523674,0.21838,0.513795,0.288643,0.444159,0.273788,0.449771,0.173619,0.456938,0.229039,0.454702,0.292499,0.377063,0.297644,0.372862,0.213238,0.394786,0.243484,0.408258,0.293554,E
0.253567,0.631483,0.418857,0.601044,0.531723,0.472821,0.447745,0.345942,0.305162,0.303285,0.548835,0.236249,0.542603,0.103383,0.500469,0.193309,0.495194,0.289035,0.437106,0.203143,0.433605,0.055367,0.397131,0.184251,0.396216,0.284087,0.329861,0.202995,0.319476,0.067157,0.301272,0.217459,0.311355,0.321429,0.223711,0.236956,0.220464,0.130383,0.223159,0.234924,0.239506,0.321093,E
0.488437,0.32263,0.590569,0.292572,0.661546,0.236211,0.638636,0.174979,0.558633,0.163566,0.613813,0.134947,0.620753,0.048537,0.625782,0.090907,0.626566,0.138237,0.554597,0.121596,0.565856,0.028792,0.574288,0.073995,0.569274,0.120575,0.498647,0.121546,0.507297,0.026552,0.518853,0.068128,0.516911,0.115701,0.439308,0.131258,0.442775,0.051868,0.460746,0.07547,0.467588,0.112743,E
0.776215,0.792529,0.89358,0.771234,0.96761,0.681403,0.926552,0.585834,0.832888,0.559819,0.964683,0.553685,0.979323,0.450824,0.992015,0.452212,0.997743,0.475121,0.895727,0.532679,0.911083,0.409648,0.923478,0.440158,0.920897,0.481961,0.824998,0.53454,0.834039,0.415127,0.844523,0.473864,0.840038,0.529886,0.745255,0.553363,0.763881,0.454298,0.781714,0.499199,0.784629,0.55293,E
0.527921,0.605315,0.626369,0.558538,0.691381,0.480937,0.652465,0.412903,0.564642,0.419287,0.631357,0.346052,0.629781,0.282616,0.643217,0.337048,0.642891,0.392758,0.569626,0.341874,0.570105,0.254696,0.590384,0.313331,0.588983,0.371281,0.511517,0.349972,0.508388,0.259875,0.535699,0.316217,0.541983,0.371663,0.450013,0.37018,0.458619,0.298415,0.488243,0.337038,0.499933,0.381289,E
0.445953,0.771343,0.518938,0.729857,0.567399,0.635669,0.542939,0.554343,0.48727,0.495045,0.546243,0.437348,0.560652,0.308193,0.560217,0.386106,0.554533,0.476683,0.485219,0.418345,0.491148,0.246895,0.498409,0.333869,0.50394,0.425235,0.429712,0.427667,0.420576,0.2609,0.437959,0.330858,0.44627,0.421705,0.375159,0.459927,0.366483,0.339505,0.388357,0.359101,0.403027,0.41558,E
0.496355,0.65447,0.699231,0.636489,0.814799,0.499589,0.742351,0.349556,0.57736,0.318918,0.776132,0.295662,0.792895,0.111264,0.804714,0.181198,0.798238,0.278463,0.669529,0.260672,0.689918,0.058614,0.712907,0.154188,0.69648,0.249889,0.565577,0.2592,0.583766,0.075816,0.611986,0.191278,0.600463,0.292159,0.453376,0.287319,0.483024,0.148416,0.516282,0.229567,0.519352,0.318469,E
0.348496,1.006885,0.514411,0.983678,0.636813,0.869384,0.555779,0.781775,0.411462,0.775285,0.545443,0.642467,0.562418,0.490042,0.554715,0.588536,0.542126,0.685775,0.43091,0.637028,0.44412,0.470637,0.452929,0.592078,0.455526,0.697902,0.328531,0.652116,0.328749,0.481089,0.356483,0.596434,0.368205,0.707575,0.226732,0.689154,0.234843,0.571558,0.268769,0.649035,0.283391,0.733307,E
0.512831,0.572377,0.616851,0.500587,0.673156,0.41614,0.618312,0.345992,0.530679,0.34089,0.650123,0.313698,0.659131,0.224331,0.658935,0.258596,0.649693,0.312836,0.577861,0.298515,0.589363,0.199232,0.588635,0.261806,0.58141,0.319988,0.510516,0.300622,0.514338,0.212904,0.522404,0.276994,0.52055,0.330249,0.439749,0.319619,0.440568,0.244037,0.460993,0.284276,0.469944,0.329319,E
0.357339,0.553063,0.43431,0.557083,0.507366,0.501048,0.534777,0.432619,0.491868,0.404682,0.500842,0.37162,0.52079,0.277421,0.525856,0.304319,0.515073,0.351649,0.464155,0.345001,0.486084,0.238465,0.488621,0.282998,0.471296,0.340662,0.427141,0.33463,0.445981,0.235777,0.455098,0.273658,0.441128,0.328189,0.386578,0.330735,0.406373,0.251931,0.418827,0.268565,0.4138,0.308987,E
